surv	day	mo	yr	season	trans	cap	Group	Fun_group	Genus	Species	swab	Zoospore_load_NEW	Zoospore_load	Second_load	TC	R	sex	Tb	Ts	SVL	mass	act	ht	dist	subst	mtr	bk	time	AM_PM	Num
100	24	7	2012	wet	LoopTrail	7	Frog	both	Chaunus	marinus	NA	NA	NA	NA	NA	NA	NA	19.7	19.8	NA	NA	NA	0	NA	ground	152	C	1957	PM	1
105	26	7	2012	wet	LoopTrail	7	Frog	both	Chaunus	marinus	EC_814	0	0		NA	NA	NA	NA	NA	120	NA	NA	0	NA	ground	265	C	2018	PM	1
91	22	7	2013	wet	MainTrail	2	Frog	both	Chaunus	marinus	EC_1412	0	0	NA	NA	NA	NA	NA	NA	118.8	NA	NA	0	NA	leaf_litter	275	L	2141	PM	1
61	13	3	2014	dry	LoopTrail	3	Frog	both	Chaunus	marinus	EC_1603	0	0	NA	NA	NA	NA	NA	NA	132.6	NA	NA	0	NA	leaf_litter	1	R	2124	PM	1
30	22	7	2011	wet	Verrugosa	10	Snake	NA	Clelia	NA	NA	NA	NA	NA	NA	NA	NA	22.1	22.1	44.1	20.25	sleep	150	NA	lf_u	285	l	2103	PM	1
66	7	7	2012	wet	Verrugosa	8	Frog	stream	Cochorenella	eukenemos	EC_585	0	0		NA	NA	M	20.8	21	21.8	NA	calling	180	NA	leaf	109	L	1951	PM	1
100	24	7	2012	wet	LoopTrail	10	Frog	stream	Cochorenella	eukenemos	EC_805	0	0		NA	NA	NA	18.6	18.7	30.1	2	NA	200	NA	leaf	324	L	2040	PM	1
52	24	2	2013	dry	LoopTrail	2	Frog	stream	Cochorenella	eukenemos	EC_923	0	0	NA	NA	NA	NA	20.3	20.3	17.5	2.6	NA	0.7	NA	leaf	319	L	2159	PM	1
88	13	3	2013	dry	MainTrail	2	Frog	stream	Cochorenella	eukenemos	EC_1054	0	0	NA	NA	NA	NA	21.2	21.2	22.8	1.4	NA	1.4	NA	leaf	134	L	2147	PM	1
16	1	3	2014	dry	LoopTrail	3	Frog	stream	Cochorenella	eukenemos	EC_1478	0.706337392	0.706337392	NA	NA	NA	NA	20.1	20.2	26.5	1.6	NA	1.1	NA	leaf	318	L	2017	PM	1
78	29	3	2014	dry	Verrugosa	2	Frog	stream	Cochorenella	eukenemos	EC_1698	0	0	NA	NA	NA	NA	NA	NA	21.2	1.5	NA	0.9	NA	branch	107	L	1947	PM	1
25	20	7	2011	wet	Cascada	4	Frog	NA	Sachatamia	albomaculata	EC_120	NA	NA	NA	NA	NA	m	22.4	22.5	24.45	1.1	NA	75	200	lf	21	r	2015	PM	1
25	20	7	2011	wet	Cascada	6	Frog	NA	Sachatamia	albomaculata	EC_122	0	NA	NA	NA	NA	NA	22.5	22.4	25.08	0.9	NA	35	20	lf	32	r	2025	PM	1
25	20	7	2011	wet	Cascada	9	Frog	NA	Sachatamia	albomaculata	EC_125	0	NA	NA	NA	NA	NA	22.4	22.4	24.67	0.9	NA	100	250	lf	90	l	2055	PM	1
27	21	7	2011	wet	Cascada	6	Frog	NA	Sachatamia	albomaculata	EC_134	3.012833595	NA	NA	NA	NA	NA	22.5	22.5	24.7	1	NA	100	0	lf	40	r	2021	PM	1
27	21	7	2011	wet	Cascada	8	Frog	NA	Sachatamia	albomaculata	EC_135	0	NA	NA	NA	NA	NA	22.6	22.6	23.28	0.9	NA	50	50	lf	42	r	2025	PM	1
19	18	7	2011	wet	Guabal	8	Frog	NA	Sachatamia	albomaculata	EC_100	0	NA	NA	NA	NA	m	22.3	22.4	25.07	1	call	70	0	lf	130	l	2049	PM	1
19	18	7	2011	wet	Guabal	9	Frog	NA	Sachatamia	albomaculata	EC_101	NA	NA	NA	NA	NA	m	22.2	22.4	25.9	0.7	call	70	0	lf	131	r	2050	PM	1
19	18	7	2011	wet	Guabal	11	Frog	NA	Sachatamia	albomaculata	EC_102	0.995910093	NA	NA	NA	NA	m	22.2	22.3	25.82	0.8	call	140	40	lf	131	l	2053	PM	1
19	18	7	2011	wet	Guabal	16	Frog	NA	Sachatamia	albomaculata	EC_103	0	NA	NA	NA	NA	m	22.5	22.5	24.42	0.9	ampl	20	65	lflf	175	l	2116	PM	1
19	18	7	2011	wet	Guabal	17	Frog	NA	Sachatamia	albomaculata	EC_104	1.06326282	NA	NA	NA	NA	f	22.5	22.5	27.72	0.9	ampl	20	65	NA	175	l	2116	PM	1
16	17	7	2011	wet	Silenciosa	1	Frog	NA	Sachatamia	albomaculata	EC_95	0	NA	NA	NA	NA	m	23.5	25.5	24.5	1.3	call	150	25	lf	95	r	2130	PM	1
8	4	6	2012	wet	Guabal	4	Frog	stream	Cochranella	granulosa	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	calling	NA	NA	NA	160	L	NA	NA	1
10	13	7	2010	wet	Guabal	3	Frog	NA	Cochranella	granulosa	NA	NA	NA	NA	NA	NA	m	NA	NA	NA	NA	call	NA	NA	NA	140	NA	2016	PM	1
12	16	7	2011	wet	Guabal	3	Frog	NA	Cochranella	granulosa	NA	NA	NA	NA	NA	NA	m	NA	NA	NA	NA	NA	NA	NA	lf	140	NA	2015	PM	1
12	16	7	2011	wet	Guabal	13	Frog	NA	Cochranella	granulosa	NA	NA	NA	NA	NA	NA	m	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	PM	1
15	17	7	2011	wet	Guabal	1	Frog	NA	Cochranella	granulosa	NA	NA	NA	NA	NA	NA	m	NA	NA	NA	NA	call	NA	NA	NA	60	1955	NA	PM	1
15	17	7	2011	wet	Guabal	6	Frog	NA	Cochranella	granulosa	NA	NA	NA	NA	NA	NA	m	22.7	22.8	NA	NA	call	NA	NA	NA	150	2035	NA	PM	1
19	18	7	2011	wet	Guabal	13	Frog	NA	Cochranella	granulosa	NA	NA	NA	NA	NA	NA	m	NA	NA	NA	NA	call	NA	NA	NA	150	NA	2057	PM	1
19	18	7	2011	wet	Guabal	6	Frog	NA	Cochranella	ilex	EC_99	NA	NA	NA	NA	NA	NA	22.2	22.2	26.58	NA	NA	400	0	lf	110	l	2032	PM	1
9	18	6	2013	wet	LoopStream	4	Frog	stream	Colostethus	panamensis	EC_1095	0.579047911	0.579047911	NA	NA	NA	NA	NA	NA	21.25	NA	NA	0	0.2	cobble	65	R	1036	AM	1
36	7	3	2014	dry	Silenciosa	1	Frog	stream	Colostethus	panamensis	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	0	0.05	under_rock	2	L	916	AM	1
53	11	3	2014	dry	Guabal	2	Frog	stream	Colostethus	panamensis	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	under_rock	272	L	1047	AM	1
63	14	3	2014	dry	Silenciosa	1	Frog	stream	Colostethus	panamensis	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	calling	0.02	0.02	under_rock	0	L	953	AM	1
72	22	3	2014	dry	Guabal	5	Frog	stream	Colostethus	panamensis	EC_1658	455.7950974	455.7950974	NA	NA	NA	NA	NA	NA	16	0.9	NA	0.1	1.5	boulder	315	L	925	AM	1
2	11	7	2010	wet	Verrugosa	1	Frog	NA	Colostethus	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PM	1
11	5	6	2012	wet	Guabal	3	Lizard	0	Corytophanes	cristatus	NA	NA	NA	NA	NA	NA	NA	21.2	21.2	10.5	NA	sleeping	150	1.5	stem	86	NA	2200	PM	1
47	26	6	2012	wet	Cascada	9	Lizard	0	Corytophanes	cristatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	50	2.5	rock	148	R	1001	AM	1
54	28	6	2012	wet	LoopStream	9	Lizard	0	Corytophanes	cristatus	NA	NA	NA	NA	NA	NA	F	19.1	19.2	NA	NA	NA	150	0.1	branch	163	L	2154	PM	1
56	3	7	2012	wet	LoopTrail	3	Lizard	0	Corytophanes	cristatus	NA	NA	NA	NA	NA	NA	F	19.8	19.8	NA	NA	NA	160	NA	leaf	66	R	1948	PM	1
67	8	7	2012	wet	Verrugosa	6	Lizard	0	Corytophanes	cristatus	NA	NA	NA	NA	NA	NA	NA	21.4	22	128.8	NA	NA	0	NA	leaf_litter	86	R	1936	PM	1
23	22	6	2013	wet	LoopStream	18	Lizard	0	Corytophanes	cristatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sleeping	1.3	2	stem	179	L	2047	PM	1
27	23	6	2013	wet	LoopStream	16	Lizard	0	Corytophanes	cristatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4	3	stem	182	L	2106	PM	1
55	5	7	2013	wet	Verrugosa	9	Lizard	0	Corytophanes	cristatus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	sleeping	1.4	NA	leaf	356	L	2033	PM	1
27	21	7	2011	wet	Cascada	37	Lizard	NA	Corytophanes	cristatus	NA	NA	NA	NA	NA	NA	NA	22.7	22.8	116.6	NA	NA	100	300	branch	190	l	2230	PM	1
6	14	7	2011	wet	LoopStream	14	Lizard	NA	Corytophanes	cristatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	101.8	>30	NA	250	150	branch	180	ll	2144	PM	1
72	11	7	2012	wet	Cascada	17	Egg	0	CP_egg_clutch	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110	0	branch	83	R	2009	PM	1
72	11	7	2012	wet	Cascada	18	Egg	0	CP_egg_clutch	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	120	0	leaf	107	R	2016	PM	1
37	20	2	2013	dry	Verrugosa	1	Frog	trail	Craugastor	bransfordi	EC_896	0	0	0	NA	NA	NA	NA	NA	23.8	1.6	NA	0	NA	ground	46	C	1906	PM	1
78	17	7	2013	wet	Silenciosa	3	Frog	trail	Craugastor	bransfordi	EC_1365	355.9506226	355.9506226	NA	NA	NA	NA	NA	NA	19.9	NA	NA	0.2	0	rock	135	R	940	AM	1
30	6	3	2014	dry	Silenciosa	1	Frog	trail	Craugastor	bransfordi	EC_1511	0.805111527	0.805111527	NA	NA	NA	NA	NA	NA	18.7	0.9	NA	0.05	1.5	cobble	20	R	920	AM	1
36	19	6	2012	wet	Verrugosa	17	Frog	trail	Craugastor	crassidigitus	EC_398	0	0	0	NA	NA	NA	21.7	21.7	30.3	2	NA	65	NA	leaf	385	L	2131	PM	1
84	12	3	2013	dry	Verrugosa	9	Frog	trail	Craugastor	crassidigitus	EC_1042	0	0	0	NA	NA	NA	21.7	21.7	17.1	0.9	NA	0.4	NA	leaf	323	L	2034	PM	1
84	12	3	2013	dry	Verrugosa	8	Frog	trail	Craugastor	crassidigitus	EC_1041	0	0	0	NA	NA	NA	NA	NA	20	1.3	NA	0.4	NA	leaf	311	L	2026	PM	1
85	12	3	2013	dry	MainTrail	1	Frog	trail	Craugastor	crassidigitus	EC_1043	0	0	1.055960357	NA	NA	NA	22.1	22	20.3	1.3	NA	0.3	NA	leaf	363	L	2119	PM	1
84	12	3	2013	dry	Verrugosa	3	Frog	trail	Craugastor	crassidigitus	EC_1036	0	0	0	NA	NA	NA	21.8	21.7	20.8	1.4	NA	0.1	NA	leaf	191	L	1945	PM	1
85	12	3	2013	dry	MainTrail	2	Frog	trail	Craugastor	crassidigitus	EC_1044	0	0	0.63078627	NA	NA	NA	21.8	21.7	21.4	1.4	NA	0.7	NA	leaf	305	L	2132	PM	1
90	14	3	2013	dry	Verrugosa	12	Frog	trail	Craugastor	crassidigitus	EC_1069	0	0	NA	NA	NA	NA	19.5	19.5	16.5	NA	NA	0.5	NA	leaf	309	L	2025	PM	1
90	14	3	2013	dry	Verrugosa	6	Frog	trail	Craugastor	crassidigitus	EC_1064	0	0	0	NA	NA	NA	19.7	19.5	21	1.1	NA	0.1	NA	leaf	191	L	1947	PM	1
91	14	3	2013	dry	MainTrail	2	Frog	trail	Craugastor	crassidigitus	NA	NA	NA	NA	NA	NA	NA	20	19.9	NA	NA	NA	0.2	NA	leaf	274	L	2129	PM	1
44	30	6	2013	wet	MainTrail	3	Frog	trail	Craugastor	crassidigitus	EC_1233	0	0	NA	NA	NA	M	21.7	21.8	37	6.1	NA	0	NA	leaf_litter	92	C	1924	PM	1
44	30	6	2013	wet	MainTrail	4	Frog	trail	Craugastor	crassidigitus	EC_1234	0	0	NA	NA	NA	F	NA	NA	39.8	8.9	NA	0	NA	leaf_litter	92	L	1924	PM	1
49	3	7	2013	wet	Verrugosa	9	Frog	trail	Craugastor	crassidigitus	EC_1252	0	0	NA	NA	NA	NA	21.8	21.8	28.4	2.6	NA	1	NA	leaf	351	R	2020	PM	1
52	4	7	2013	wet	Verrugosa	5	Frog	trail	Craugastor	crassidigitus	EC_1267	0	0	NA	NA	NA	NA	20.6	20.5	15.2	NA	NA	0.5	NA	leaf	264	L	1958	PM	1
52	4	7	2013	wet	Verrugosa	6	Frog	trail	Craugastor	crassidigitus	EC_1268	0.304242689	0.304242689	NA	NA	NA	NA	20.7	20.7	20.07	1.4	NA	0.3	NA	leaf	289	L	2003	PM	1
55	5	7	2013	wet	Verrugosa	7	Frog	trail	Craugastor	crassidigitus	EC_1275	129.5850277	129.5850277	NA	NA	NA	NA	20	20.1	15.3	NA	NA	0.8	NA	leaf	288	L	2017	PM	1
55	5	7	2013	wet	Verrugosa	6	Frog	trail	Craugastor	crassidigitus	EC_1274	0.069115325	0.069115325	NA	NA	NA	NA	19.8	19.9	29.3	NA	NA	0.3	NA	leaf	287	R	2015	PM	1
90	22	7	2013	wet	Verrugosa	13	Frog	trail	Craugastor	crassidigitus	EC_1409	0	0	NA	NA	NA	NA	20.4	20.5	31	3.2	NA	0	NA	leaf	292	L	2025	PM	1
94	25	7	2013	wet	Verrugosa	11	Frog	trail	Craugastor	crassidigitus	EC_1422	0	0	NA	NA	NA	NA	21.6	21.7	18.8	1.1	NA	0.6	NA	leaf	264	L	2033	PM	1
97	25	7	2013	wet	Verrugosa	11	Frog	trail	Craugastor	crassidigitus	EC_1437	0	0	NA	NA	NA	NA	21.3	21.4	28.9	3.5	NA	0.5	NA	leaf	316	L	2021	PM	1
97	25	7	2013	wet	Verrugosa	10	Frog	trail	Craugastor	crassidigitus	EC_1436	0	0	NA	NA	NA	NA	20	NA	30.08	3.4	NA	0.4	NA	leaf	289	L	2013	PM	1
94	25	7	2013	wet	Verrugosa	13	Frog	trail	Craugastor	crassidigitus	EC_1423	0	0	NA	NA	NA	NA	21.6	21.7	30.08	3.45	NA	0.1	NA	leaf	289	L	2040	PM	1
94	25	7	2013	wet	Verrugosa	14	Frog	trail	Craugastor	crassidigitus	EC_1424	0	0	NA	NA	NA	NA	21.6	21.6	34.4	4.4	NA	0.1	NA	leaf	306	L	2044	PM	1
4	26	2	2014	dry	LoopTrail	6	Frog	trail	Craugastor	crassidigitus	EC_1448	0	0	NA	NA	NA	NA	19.1	19.1	16.6	0.9	NA	0.3	NA	leaf	139	L	2150	PM	1
57	12	3	2014	dry	LoopStream	3	Frog	trail	Craugastor	crassidigitus	EC_1591	0	0	NA	NA	NA	NA	20.4	20.4	24.3	2.4	NA	1.3	1.5	leaf	143	R	1938	PM	1
60	13	3	2014	dry	LoopStream	2	Frog	trail	Craugastor	crassidigitus	EC_1594	0	0	NA	NA	NA	NA	NA	NA	33.5	4.3	NA	1.5	0	leaf	9	L	1941	PM	1
7	12	7	2010	wet	LoopTrail	2	Frog	NA	Craugastor	crassidigitus	EC_11	2126.7832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PM	1
30	17	6	2012	wet	Verrugosa	4	Frog	trail	Craugastor	fitzingeri	EC_354	0	0	NA	NA	NA	juv	23	23.2	10.6	0.4	NA	10	NA	leaf	80	L	1942	PM	1
33	18	6	2012	wet	Verrugosa	17	Frog	trail	Craugastor	fitzingeri	EC_385	0	0	NA	NA	NA	NA	21.9	21.9	29.5	NA	NA	30	NA	leaf	372	L	2132	PM	1
63	6	7	2012	wet	Verrugosa	2	Frog	trail	Craugastor	fitzingeri	EC_544	1.04717873	1.04717873		NA	NA	NA	20.9	20.9	17.3	0.5	NA	20	NA	leaf	9	L	1916	PM	1
66	7	7	2012	wet	Verrugosa	5	Frog	trail	Craugastor	fitzingeri	EC_583	0	0		NA	NA	NA	20.8	21	19.8	0.6	NA	70	NA	leaf	82	R	1938	PM	1
66	7	7	2012	wet	Verrugosa	10	Frog	trail	Craugastor	fitzingeri	EC_587	33.71144533	33.71144533		NA	NA	NA	20.6	20.6	20.6	0.5	NA	40	NA	leaf	125	L	2000	PM	1
67	8	7	2012	wet	Verrugosa	25	Frog	trail	Craugastor	fitzingeri	EC_625	0	0		NA	NA	NA	21	21	28.7	2.4	NA	70	NA	leaf	377	L	2138	PM	1
95	22	7	2012	wet	MainTrail	5	Frog	trail	Craugastor	fitzingeri	EC_771	0	0		NA	NA	NA	20.9	21	23.9	0.8	NA	10	NA	stem	95	L	1947	PM	1
95	22	7	2012	wet	MainTrail	9	Frog	trail	Craugastor	fitzingeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	leaf_litter	237	L	2039	PM	1
98	23	7	2012	wet	Verrugosa	18	Frog	trail	Craugastor	fitzingeri	EC_794	1.620575339	1.620575339		NA	NA	NA	20.5	20.5	30.1	2.7	NA	30	NA	leaf	371	R	2108	PM	1
20	2	3	2014	dry	Verrugosa	1	Frog	trail	Craugastor	fitzingeri	EC_1483	0.616615862	0.616615862	257.9668427	NA	NA	NA	19.1	19	26.8	2.4	NA	0.2	NA	stem	322	L	1943	PM	1
NA	12	3	2014	dry	RoadtoRangers	1	Frog	trail	Craugastor	fitzingeri	EC_1592	6258.589478	6258.589478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	road	NA	NA	2047	PM	1
76	23	3	2014	dry	Guabal	15	Frog	trail	Craugastor	fitzingeri	EC_1686	0	0	NA	NA	NA	NA	20.9	20.7	30.4	2.7	NA	1.7	1	leaf	156	R	2025	PM	1
80	11	3	2013	dry	Verrugosa	6	Frog	trail	Craugastor	mask	EC_1029	0	0	NA	NA	NA	NA	NA	NA	34.5	NA	NA	0	NA	leaf_litter	252	C	2032	PM	1
24	14	6	2012	wet	MainTrail	6	Frog	trail	Craugastor	sp.	NA	NA	NA	NA	NA	NA	NA	20.8	20.8	NA	NA	NA	180	NA	leaf	90	L	2034	PM	1
38	20	6	2012	wet	Guabal	8	Frog	trail	Craugastor	sp.	EC_405	NA	NA	NA	NA	NA	NA	NA	NA	10.4	0.1	NA	0	6	leaf_litter	361	L	1050	AM	1
7	5	2	2013	dry	Verrugosa	8	Frog	trail	Craugastor	sp.	EC_833	5.014984012	5.014984012	NA	NA	NA	NA	NA	NA	15.2	NA	NA	NA	NA	leaf_litter	208	L	902	AM	1
23	9	2	2013	dry	Cascada	5	Frog	trail	Craugastor	sp.	EC_873	0.481416471	0.481416471	0.974243134	NA	NA	NA	21	21.1	26	2.2	NA	1.8	0	branch	109	R	2004	PM	1
72	9	3	2013	dry	Verrugosa	9	Frog	trail	Craugastor	sp.	EC_1005	NA	NA	NA	NA	NA	NA	NA	NA	14.5	0.7	NA	0	NA	leaf_litter	320	R	NA	NA	1
79	11	3	2013	dry	MainTrail	2	Frog	trail	Craugastor	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	leaf_litter	31	L	937	AM	1
78	11	3	2013	dry	LoopTrail	4	Frog	trail	Craugastor	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	NA	NA	NA	119	R	837	AM	1
85	12	3	2013	dry	MainTrail	3	Frog	trail	Craugastor	sp.	NA	NA	NA	NA	NA	NA	NA	22.1	21.9	NA	NA	NA	0.3	NA	leaf	264	L	2140	PM	1
25	3	3	2014	dry	MainTrail	1	Frog	trail	Craugastor	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	leaf_litter	277	R	1040	AM	1
23	3	3	2014	dry	Verrugosa	1	Frog	trail	Craugastor	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	leaf_litter	116	R	847	AM	1
35	7	3	2014	dry	Verrugosa	4	Frog	trail	Craugastor	sp.	EC_1517	0	0	NA	NA	NA	NA	NA	NA	10.7	0.65	NA	0	NA	leaf_litter	132	L	837	AM	1
35	7	3	2014	dry	Verrugosa	5	Frog	trail	Craugastor	sp.	NA	NA	NA	NA	NA	NA	hatchling	NA	NA	NA	NA	NA	0	NA	leaf_litter	152	L	840	AM	1
11	5	6	2012	wet	Guabal	8	Lizard	0	Dactyloa	yellow_dewlap	NA	NA	NA	NA	NA	NA	M	17.9	18.5	9.5	NA	sleeping	400	0	leaf	180	L	2240	PM	1
82	12	3	2013	dry	MainTrail	9	Frog	trail	Dendrobates	minutus	EC_1034	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	leaf_litter	83	C	928	AM	1
9	4	6	2012	wet	Guabal	9	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	calling	NA	NA	NA	260	L	1040	AM	1
9	4	6	2012	wet	Guabal	1	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	calling	NA	NA	NA	50	R	948	AM	1
9	4	6	2012	wet	Guabal	3	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	calling	NA	NA	NA	80	R	1000	AM	1
9	4	6	2012	wet	Guabal	4	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	calling	NA	NA	NA	160	R	1022	AM	1
9	4	6	2012	wet	Guabal	8	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	calling	NA	NA	NA	210	R	1032	AM	1
9	4	6	2012	wet	Guabal	5	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	calling	NA	NA	NA	190	R	1050	AM	1
9	4	6	2012	wet	Guabal	6	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	calling	NA	NA	NA	190	R	1050	AM	1
9	4	6	2012	wet	Guabal	7	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	calling	NA	NA	NA	190	R	1050	AM	1
9	4	6	2012	wet	Guabal	10	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	calling	NA	NA	NA	270	R	1050	AM	1
6	4	6	2012	wet	LoopTrail	1	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	tree	280	NA	1020	AM	1
14	7	6	2012	wet	Verrugosa	12	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	170	L	940	AM	1
14	7	6	2012	wet	Verrugosa	16	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	340	L	1018	AM	1
14	7	6	2012	wet	Verrugosa	11	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	160	R	936	AM	1
22	13	6	2012	wet	MainTrail	4	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	310	R	943	AM	1
90	20	7	2012	wet	LoopTrail	2	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	calling	NA	NA	NA	107	R	1054	AM	1
89	20	7	2012	wet	MainTrail	4	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	calling	NA	NA	NA	300	R	954	AM	1
96	23	7	2012	wet	Verrugosa	5	Frog	trail	Dendrobates	vicentei	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	calling	NA	NA	NA	179	R	920	AM	1
9	18	6	2013	wet	LoopStream	1	Frog	trail	Dendrobates	vicentei	EC_1094	233.3036041	233.3036041	NA	NA	NA	NA	NA	NA	13.15	NA	NA	0.1	0	boulder	17	R	1015	AM	1
29	16	6	2012	wet	MainTrail	5	Frog	trail	Diasporus	orange	EC_338	0	0	NA	1	R	NA	21	21.2	NA	NA	NA	40	NA	leaf	57	L	1943	PM	1
29	16	6	2012	wet	MainTrail	16	Frog	trail	Diasporus	orange	NA	NA	NA	NA	3	R	NA	19.1	19.4	NA	NA	NA	50	NA	leaf	238	L	2111	PM	1
26	15	6	2012	wet	MainTrail	10	Frog	trail	Diasporus	orange	EC_330	0	0	NA	4	NA	NA	20.5	20.7	22	1	NA	50	NA	leaf	224	L	2059	PM	1
56	3	7	2012	wet	LoopTrail	4	Frog	trail	Diasporus	orange	EC_512	0	0	0	22	NA	NA	NA	NA	20.1	1.1	NA	5	NA	CWD	72	L	1953	PM	1
56	3	7	2012	wet	LoopTrail	9	Frog	trail	Diasporus	orange	EC_516	0	0		23	NA	NA	19.7	19.8	19.6	1	NA	15	NA	leaf	157	L	2038	PM	1
56	3	7	2012	wet	LoopTrail	11	Frog	trail	Diasporus	orange	EC_518	0	0	0	24	NA	NA	19.9	19.9	21.3	1.3	NA	110	NA	leaf	299	R	2127	PM	1
59	4	7	2012	wet	LoopTrail	7	Frog	trail	Diasporus	orange	EC_529	3.358958662	3.358958662		30	NA	NA	19.2	19.3	23.5	0.9	NA	100	NA	leaf	217	R	2056	PM	1
62	5	7	2012	wet	LoopTrail	9	Frog	trail	Diasporus	orange	EC_537	0.656449422	0.656449422		31	NA	NA	19.4	19.5	24.1	0.7	NA	10	NA	leaf	166	L	2028	PM	1
62	5	7	2012	wet	LoopTrail	10	Frog	trail	Diasporus	orange	EC_538	0	0		32	NA	NA	19.4	19.4	21.5	0.7	NA	20	NA	leaf	179	L	2034	PM	1
78	13	7	2012	wet	LoopTrail	4	Frog	trail	Diasporus	orange	EC_670	5.174398422	5.174398422	11.00999117	35	NA	NA	20.1	20.2	12	0.2	NA	15	NA	leaf	43	L	1944	PM	1
78	13	7	2012	wet	LoopTrail	12	Frog	trail	Diasporus	orange	EC_677	0	0	0.955619961	40	NA	NA	20.1	20.1	18.5	0.2	NA	60	NA	leaf	177	L	2059	PM	1
98	23	7	2012	wet	Verrugosa	17	Frog	trail	Diasporus	orange	EC_793	307.7938271	307.7938271		42	NA	NA	20.6	20.5	23.5	0.7	NA	20	NA	leaf	364	L	2104	PM	1
55	25	2	2013	dry	LoopTrail	1	Frog	trail	Diasporus	orange	EC_930	0	0	0	43	NA	M	21.1	21.2	21.8	1.2	calling	0.2	NA	leaf	275	L	1954	PM	1
58	26	2	2013	dry	LoopTrail	2	Frog	trail	Diasporus	orange	EC_939	0	0	5.500847101	44	NA	M	20.4	20.5	19.2	1.2	calling	0.1	NA	leaf	167	L	2124	PM	1
88	13	3	2013	dry	MainTrail	1	Frog	trail	Diasporus	orange	EC_1053	0	0	0	45	NA	M	21.5	21.4	23.5	1.4	calling	1.2	NA	leaf	156	L	2136	PM	1
88	13	3	2013	dry	MainTrail	6	Frog	trail	Diasporus	orange	EC_1057	0	0	0.751184523	50	NA	M	21	21	23.2	1.5	calling	0.7	NA	leaf	44	R	2215	PM	1
1	14	6	2013	wet	MainTrail	8	Frog	trail	Diasporus	orange	EC_1072	0	0	NA	51	NA	M	21.7	21.8	21.35	1.3	calling	0.7	NA	leaf	96	R	1956	PM	1
